Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Normalised Votes
Ta Ra Rum Pum,2007,153,"Comedy, Drama, Family",5.6,4409,Siddharth Anand,Saif Ali Khan,Rani Mukerji,Javed Jaffrey,7.485568760611206
Taal,1999,179,"Drama, Musical, Romance",6.7,5068,Subhash Ghai,Akshaye Khanna,Anil Kapoor,Aishwarya Rai Bachchan,12.46740467404674
Taanashah,2020,101,"Action, Drama",7.3,25,Ritam Srivastav,Dilip Arya,Indraneel Bhattacharya,Shashi Chaturvedi,0.039936102236421724
Taaqat,1995,180,"Crime, Romance",4.8,90,Talat Jani,Dharmendra,Shatrughan Sinha,Kajol,0.40540540540540543
Taarzan: The Wonder Car,2004,163,"Action, Fantasy, Thriller",4.5,2781,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Vatsal Sheth,Ayesha Takia,8.276785714285714
Tabaahi: The Destroyer,1999,133,Action,4.4,21,Gopi Sapru,Mithun Chakraborty,Divya Dutta,Neelu Hasan,0.05166051660516605
Table No. 21,2013,108,"Adventure, Drama, Thriller",7.2,11709,Aditya Datt,Paresh Rawal,Rajeev Khandelwal,Tina Desai,20.614436619718308
Tada,2003,154,Action,4.7,24,Sisir. P. Mishra,Ishrat Ali,Sadashiv Amrapurkar,Arjun,0.06751054852320675
Tadap,1990,135,Drama,5.6,8,Sohanlal Kanwar,Sujata Mehta,Chunky Panday,Nana Patekar,0.0975609756097561
Tadipaar,1993,134,"Action, Drama",4.7,142,Mahesh Bhatt,Mithun Chakraborty,Pooja Bhatt,Anupam Kher,0.8068181818181818
Tahalka,1992,168,"Action, Adventure, Thriller",5.7,316,Anil Sharma,Dharmendra,Naseeruddin Shah,Mukesh Khanna,2.8597285067873304
Tahkhana,1986,117,"Action, Drama, Horror",5.4,169,Shyam Ramsay,Tulsi Ramsay,Rana Jung Bahadur,Hemant Birje,3.0727272727272728
Tahqiqaat,1993,139,"Crime, Mystery",5.3,26,A. Jagannathan,Mahesh Anand,Sulabha Arya,Laxmikant Berde,0.14772727272727273
Taish,2020,143,"Action, Thriller",7.5,3703,Bejoy Nambiar,Jim Sarbh,Harshvardhan Rane,Pulkit Samrat,5.915335463258786
Taj,1956,138,"Drama, Music",6.6,8,Nandlal Jaswantlal,Vyjayanthimala,Pradeep Kumar,Bipin Gupta,0.5
Taj Mahal: A Monument of Love,2003,235,"Drama, History, Romance",6.7,51,Robin Khosla,Shahbaaz Khan,Kulbhushan Kharbanda,Raghu Khosla,0.14345991561181434
Taj Mahal: An Eternal Love Story,2005,164,"Drama, History, Musical",5.0,161,Akbar Khan,Zulfi Sayed,Sonya Jehan,Kabir Bedi,0.33402489626556015
Tajurba,1981,140,"Action, Adventure",5.7,12,Nikhil Saini,Raj Babbar,Smita Patil,Naseeruddin Shah,0.21428571428571427
Taking the Horse to Eat Jalebis,2019,121,Drama,6.1,50,Anamika Haksar,Ravindra Sahu,Raghuvir Yadav,Gopalan,0.16233766233766234
Takkar,1995,143,"Action, Crime, Drama",4.6,195,Bharat Rangachary,Naseeruddin Shah,Sunil Shetty,Sonali Bendre,0.8783783783783784
Takkar,1980,157,Drama,5.4,36,K. Bapaiah,Sanjeev Kumar,Jeetendra,Zeenat Aman,0.8181818181818182
Talaaq,1958,182,Drama,6.7,19,Mahesh Kaul,Rajendra Kumar,Kamini Kadam,Sajjan,0.5588235294117647
Talaash,2012,140,"Crime, Drama, Mystery",7.2,40234,Reema Kagti,Priyamvada Narayanan,Aamir Khan,Kareena Kapoor,104.77604166666667
Talaash: The Hunt Begins...,2003,153,"Action, Drama, Mystery",4.7,1411,Suneel Darshan,Rakhee Gulzar,Akshay Kumar,Kareena Kapoor,3.969057665260197
Talaashi,1996,157,"Crime, Drama",4.3,34,Shyam Ramsay,Tulsi Ramsay,Jackie Shroff,Juhi Chawla,0.1691542288557214
Talash,1969,175,"Romance, Thriller",6.6,155,O.P. Ralhan,Rajendra Kumar,Sharmila Tagore,O.P. Ralhan,3.6904761904761907
Tales of Siva 1,2009,65,"Animation, Family, History",5.5,6,Renju Ramesh,Neenu Babu,Prosenjit Ganguly,Baiju Gopinath,0.016853932584269662
Tallukh,2020,83,"Crime, Drama, Romance",5.4,56,Anurag Jha,Yash Krishnani,Anurag Jha,Harshita Awale,0.08945686900958466
Talvar,2015,132,"Crime, Drama, Mystery",8.2,32313,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi,159.96534653465346
Tamacha,1988,165,"Action, Romance",4.0,50,Ramesh Ahuja,Jeetendra,Rajinikanth,Amrita Singh,0.6666666666666666
Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014,113,"Crime, Romance",4.4,308,Navneet Behal,Nikhil Dwivedi,Richa Chadha,Damandeep Singh,0.8191489361702128
Tamanna,1998,127,Drama,6.8,302,Mahesh Bhatt,Paresh Rawal,Pooja Bhatt,Sharad S. Kapoor,1.1143911439114391
Tamasha,1952,127,Drama,7.6,38,Phani Majumdar,Dev Anand,Meena Kumari,Bipin Gupta,0.5352112676056338
Tamasha,2015,139,"Comedy, Drama, Romance",7.3,24623,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Sushma Seth,121.89603960396039
Tan-Badan,1986,115,Drama,5.1,37,Anand,Govinda,Kushboo,Jyoti Patel,0.6727272727272727
Tangewala,1972,139,"Action, Crime, Drama",5.6,29,Naresh Kumar,Rajendra Kumar,Mumtaz,Sujit Kumar,0.8787878787878788
Tangewali,1955,120,"Drama, Family",8.4,5,Lekhraj Bhakri,Shammi Kapoor,Balraj Sahni,Anita Guha,0.20833333333333334
Tango Charlie,2005,142,"Action, Adventure, Drama",6.0,1789,Mani Shankar,Ajay Devgn,Bobby Deol,Sanjay Dutt,3.711618257261411
Tanhaji: The Unsung Warrior,2020,135,"Action, Biography, Drama",7.6,22344,Om Raut,Ajay Devgn,Saif Ali Khan,Sharad Kelkar,35.69329073482428
Tank Cleaner,2021,155,Thriller,8.7,20,Parvinder Singh Wraich,Harkiran Kaur Wraich,Muntazir Ahmad,Sunny Gill Ambersariya,0.0488997555012225
Tansen,1943,122,"Drama, Musical, Romance",7.5,26,Jayant Desai,K.L. Saigal,Khurshid Begum,Mubarak,1.1304347826086956
Tanu Weds Manu,2011,113,"Comedy, Drama, Romance",6.8,13804,Aanand L. Rai,Madhavan,Kangana Ranaut,Jimmy Sheirgill,38.666666666666664
Tanu Weds Manu Returns,2015,128,"Comedy, Drama, Romance",7.6,26843,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill,132.8861386138614
Tapasya,1976,133,"Drama, Family",7.2,48,Anil Ganguly,Rakhee Gulzar,Parikshit Sahni,Asrani,1.0
Tapish,2000,144,Drama,6.0,20,Jayprakkash Shaw,Tara Deshpande,Ellora Patnaik,Parvin Dabas,0.06944444444444445
Taqdeer,1967,108,"Drama, Family",6.3,35,A. Salaam,Bharat Bhushan,Shalini,Farida Jalal,0.7
Taqdeer Ka Tamasha,1990,217,"Action, Crime, Drama",4.2,40,Anand Gaekwad,Jeetendra,Moushumi Chatterjee,Govinda,0.4878048780487805
Taqdeerwala,1995,162,"Action, Comedy, Fantasy",6.5,414,K. Muralimohana Rao,Venkatesh Daggubati,Raveena Tandon,Asrani,1.864864864864865
Tara Mira,2019,120,Drama,7.3,31,Rajiev Dhingra,Ranjit Bawa,Nazia Hussain,Gurpreet Ghuggi,0.10064935064935066
Tara: The Journey of Love and Passion,2013,110,Drama,5.5,43,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem,0.07570422535211267
Tarana,1979,111,"Musical, Romance",6.9,37,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan,0.7254901960784313
Tarang,1984,171,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo,1.0681818181818181
Tarazu,1997,144,"Action, Crime, Drama",4.5,589,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl,2.73953488372093
Target,1995,122,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa,0.32882882882882886
Tarkeeb,1984,136,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo,0.20454545454545456
Tarkieb,2000,156,"Mystery, Thriller",5.0,233,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra,0.8090277777777778
Tarpan (The Absolution),1995,140,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar,0.30180180180180183
Tarpan: The Salvation,2019,104,Drama,8.1,31,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle,0.10064935064935066
Tarzan 303,1970,131,Action,3.8,6,Chandrakant,Chandgiram,Shabnam,K.N. Singh,0.11538461538461539
Tarzan and King Kong,1965,128,"Action, Adventure, Romance",5.6,27,A. Shamsheer,Randhawa,Mumtaz,Bela Bose,0.6352941176470588
Tarzan Aur Jadui Chirag,1966,136,Adventure,3.8,9,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas,0.21176470588235294
Tarzan's Daughter,2002,99,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad,0.024746906636670417
Tashan,2008,120,"Action, Drama, Romance",3.9,5037,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor,7.713629402756508
Tathagatha Buddha The Life & Times of Gautama Buddha,2008,127,"Biography, Drama",6.9,14,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal,0.021439509954058193
Tathastu,2006,113,"Crime, Drama, Thriller",4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada,0.8720379146919431
Tauba Tauba,2004,121,"Comedy, Drama",2.6,93,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi,0.2767857142857143
Tawai: A Voice from the Forest,2017,101,Documentary,7.4,238,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis,1.7372262773722629
Tawaif,1985,160,"Comedy, Drama, Romance",7.1,104,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri,1.9259259259259258
Taxi Chor,1980,103,"Crime, Thriller",5.2,20,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya,0.45454545454545453
Taxi Driver,1954,133,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani,9.178571428571429
Taxi Driver,1973,118,Romance,6.3,30,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli,0.37267080745341613
Taxi No. 9 2 11: Nau Do Gyarah,2006,116,"Comedy, Drama, Thriller",7.3,9418,Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni,17.854028436018957
Taxi Taxie,1977,123,"Adventure, Comedy, Drama",6.4,37,Irshad,Amol Palekar,Zaheera,Reena Roy,0.5967741935483871
Te3n,2016,136,"Drama, Mystery, Thriller",7.3,12118,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan,30.069478908188586
Team: The Force,2009,115,"Action, Comedy",4.0,68,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk,0.19101123595505617
Teen Bahuraniyan,1968,160,Comedy,6.8,53,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha,1.1910112359550562
Teen Chor,1973,126,"Action, Crime, Drama",5.8,9,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan,0.11180124223602485
Teen Devian,1965,121,"Musical, Romance",6.9,182,Amarjeet,Dev Anand,Nanda,Simi Garewal,4.2823529411764705
Teen Patti,2010,140,"Crime, Drama, Thriller",4.1,1457,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor,2.556140350877193
Teen Sardar,1965,125,"Action, Adventure, Drama",6.3,10,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary,0.23529411764705882
Teen Sau Din Ke Baad,1938,158,Adventure,6.4,10,Sarvottam Badami,Sabita Devi,Motilal,Bibbo,1.0
Teen Taal,2016,120,Drama,7.5,27,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary,0.06699751861042183
Tees Maar Khan,2010,135,"Comedy, Crime",2.6,11981,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna,21.019298245614035
Teesra Kaun,1965,127,"Action, Crime, Drama",6.3,17,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar,0.4
Teesra Kaun?,1994,160,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali,0.5553235908141962
Teesri Aankh,1982,151,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman,1.042857142857143
Teesri Aankh: The Hidden Camera,2006,111,"Action, Crime, Thriller",2.6,300,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia,0.5687203791469194
Teesri Kasam,1966,159,"Comedy, Drama, Romance",7.9,746,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari,17.55294117647059
Teesri Manzil,1966,172,"Comedy, Musical, Mystery",7.7,1135,Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra,26.705882352941178
Tehzeeb,2003,143,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal,1.4767932489451476
Tejasvini,1994,169,"Action, Drama",6.3,89,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj,0.37160751565762007
Telephone,1985,116,Thriller,6.3,27,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi,0.5
Tell Me O Kkhuda,2011,125,"Action, Crime, Drama",2.5,351,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor,0.9831932773109243
Ten,2005,152,"Action, Crime, Drama",5.5,3182,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan,6.601659751037344
Tennis Buddies,2019,153,Drama,5.4,43,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta,0.1396103896103896
Tera Intezaar,2017,108,"Romance, Thriller",1.8,262,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh,1.9124087591240877
Tera Jadoo Chal Gayaa,2000,143,"Musical, Romance",3.0,560,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri,1.9444444444444444
Tera Kya Hoga Johnny,2009,155,"Crime, Drama, Thriller",6.0,210,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya,0.5898876404494382
Tera Mera Saath Rahen,2001,148,Drama,4.9,311,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar,0.9810725552050473
Tera Mera Tedha Medha,2015,107,Comedy,4.0,9,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra,0.04455445544554455
Teraa Surroor,2016,106,"Action, Drama, Romance",2.6,840,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah,2.0843672456575684
Tere Bin Laden,2010,95,"Comedy, Drama",7.2,10234,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra,17.95438596491228
Tere Bin Laden: Dead Or Alive,2016,104,Comedy,4.3,860,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh,2.133995037220844
Tere Bina Kya Jeena,1989,127,Family,5.1,13,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen,0.21311475409836064
Tere Ghar Ke Samne,1963,149,"Romance, Musical, Comedy",7.4,394,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra,9.609756097560975
Tere Ishq Nachaya,2010,122,Romance,2.4,8,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh,0.014035087719298246
Tere Liye,2001,138,"Drama, Family, Musical",5.3,52,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli,0.1640378548895899
Tere Mere Phere,2011,120,"Comedy, Drama, Romance",5.3,243,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai,0.680672268907563
Tere Mere Sapne,1971,175,"Drama, Romance",7.2,223,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul,3.4307692307692306
Tere Mere Sapne,1996,146,"Action, Comedy, Drama",6.2,483,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill,2.4029850746268657
Tere Naal Love Ho Gaya,2012,130,"Comedy, Drama, Romance",5.8,4120,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri,10.729166666666666
Tere Pyaar Mein,1978,103,Musical,5.9,7,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge,0.14
Teree Sang: A Kidult Love Story,2009,132,"Drama, Romance",6.2,589,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor,1.654494382022472
Teri Baahon Mein,1984,120,Romance,6.1,22,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol,0.5
Teri Bhabhi Hai Pagle,2018,125,"Action, Comedy",3.1,125,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek,0.4835589941972921
Teri Dilli Meri Dili,2014,73,Drama,7.0,10,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran,0.026595744680851064
Teri Diwali Meri Christmas,2020,68,"Adventure, Fantasy, Romance",5.7,23,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar,0.036741214057507986
Teri Kasam,1982,195,Romance,6.7,48,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad,0.6857142857142857
Teri Maang Sitaron Se Bhar Doon,1982,155,Family,5.0,11,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran,0.15714285714285714
Teri Meherbaniyan,1985,140,"Action, Crime, Drama",5.4,236,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran,4.37037037037037
Teri Meri Kahaani,2012,117,"Comedy, Drama, Romance",4.7,3873,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai,10.0859375
Teri Payal Mere Geet,1993,120,"Drama, Romance",5.3,36,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana,0.20454545454545456
Terror,2016,130,"Action, Crime, Thriller",6.8,71,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma,0.1761786600496278
Terror Strike,2018,104,Action,6.2,9,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain,0.03481624758220503
Tevar,2015,157,"Action, Drama, Romance",4.0,3014,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,14.92079207920792
Tezaab,1988,173,"Action, Drama, Romance",7.0,2026,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher,27.013333333333332
Tezz,2012,121,"Action, Crime, Drama",3.9,2254,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal,5.869791666666667
Thackeray,2019,120,"Biography, Drama",5.2,3005,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar,9.756493506493506
Thakshak,1999,163,"Action, Crime, Drama",5.9,583,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri,1.4341943419434193
Thamizhan,2002,162,"Action, Drama",5.7,1633,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar,3.673790776152981
Thanedaar,1990,151,"Action, Crime, Drama",5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada,4.487804878048781
Thanga Magan,1983,141,"Action, Drama",6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima,1.6129032258064515
Thank You,2011,125,Comedy,4.7,5433,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol,15.218487394957982
Thanks Maa,2009,120,"Crime, Drama",7.9,698,Irfan Kamal,Master Shams,Master Salman,Master Jaffer,1.9606741573033708
Thappad,2020,142,Drama,6.8,15063,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra,24.062300319488816
That Girl in Yellow Boots,2010,103,"Crime, Drama, Mystery",6.7,3608,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,6.329824561403509
That's What It's All About: The Journey of Prem Ratan Dhan Payo,2016,65,Documentary,4.2,10,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal,0.02481389578163772
Thavasi,2001,165,"Action, Comedy, Drama",4.8,100,Udayshankar,Vijayakanth,Soundarya,Vadivelu,0.31545741324921134
Thayillamal Nannilai,1979,135,"Action, Drama",6.3,60,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth,1.1764705882352942
The Accidental Prime Minister,2019,112,"Biography, Drama",6.0,6373,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert,20.691558441558442
The Angrez,2005,110,Comedy,7.3,425,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada,0.8817427385892116
The Angrez 2,2015,99,"Action, Comedy",7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy,0.28217821782178215
The Announcement of War,1989,149,Action,5.7,81,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh,1.3278688524590163
The Arms Drop,2014,94,"Documentary, Biography, Drama",6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr,0.3696808510638298
The Attacks of 26/11,2013,116,"Action, Crime, Drama",6.9,4752,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal,8.366197183098592
The BFG,2016,117,"Adventure, Family, Fantasy",6.4,79642,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton,197.6228287841191
The Big Bull,2021,153,"Biography, Crime, Drama",6.1,11536,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz,28.205378973105134
The Blue Umbrella,2005,90,"Comedy, Drama, Family",7.4,1952,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal,4.049792531120332
The Blueberry Hunt,2016,110,"Action, Thriller",5.6,198,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra,0.4913151364764268
The Body,2019,101,"Mystery, Thriller",5.4,2965,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala,9.626623376623376
The Brawler,2017,154,"Action, Drama, Sport",8.0,6847,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain,49.97810218978102
The Bright Day,2013,90,Drama,5.9,126,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor,0.22183098591549297
The Burning Train,1980,142,"Action, Thriller",6.8,1442,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra,32.77272727272727
The Chess Players,1977,129,"Comedy, Drama, History",7.6,3316,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi,53.483870967741936
The Churning,1976,134,Drama,7.7,540,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah,11.25
The Court Dancer: Raj Narkati,1941,144,Drama,6.4,19,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta,1.4615384615384615
The Darjeeling Limited,2007,91,"Adventure, Comedy, Drama",7.2,185127,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman,314.30730050933784
The Dark Side of Life: Mumbai City,2018,125,Drama,5.9,478,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul,1.8491295938104448
The Deceivers,1988,102,"Adventure, Crime, Drama",6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor,12.586666666666666
The Dirty MMS,2014,93,Drama,2.4,18,Sudhir Pillai,Rakesh,Sudhir,Gunj,0.047872340425531915
The Dirty Picture,2011,144,"Biography, Comedy, Drama",6.6,8931,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor,25.016806722689076
The Dirty Relation,2013,121,Thriller,3.6,12,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu,0.02112676056338028
The Don,1995,135,"Crime, Drama",6.0,85,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj,0.38288288288288286
The Dream Job,2017,138,Drama,6.0,14,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare,0.10218978102189781
The Elder One,2019,125,"Action, Crime, Drama",7.5,1707,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu,5.542207792207792
The Fakir of Venice,2009,87,Drama,5.1,265,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika,0.7443820224719101
The Fiancee,1953,151,"Drama, Romance",6.9,137,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran,3.7534246575342465
The Film,2005,144,"Crime, Drama, Mystery",6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi,0.17427385892116182
The Film Emotional Atyachar,2010,87,"Comedy, Crime, Drama",6.0,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan,0.5105263157894737
The Film Love.Com... The Ultimate Killing Site,2010,92,"Action, Crime, Drama",3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan,0.028070175438596492
The Final Exit,2017,119,Horror,6.2,41,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan,0.29927007299270075
The Firm Land,2008,95,Drama,5.4,13,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala,0.019908116385911178
The Flip Side: A Truth That Could Not Reach You,2015,48,Documentary,9.2,97,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu,0.4801980198019802
The Forest,2009,88,"Drama, Horror, Thriller",5.0,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen,0.3202247191011236
The Gentleman,1994,161,"Action, Drama",5.2,192,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal,0.8016701461377871
The Ghazi Attack,2017,116,"Action, Thriller, War",7.6,12367,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni,90.27007299270073
The Girl on the Train,2021,120,"Crime, Drama, Mystery",4.4,7312,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra,17.877750611246945
The Goa Run,2014,112,"Action, Crime, Romance",7.1,58,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington,0.15425531914893617
The Good Road,2013,92,Drama,6.1,532,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia,0.9366197183098591
The Great Gambler,1979,105,"Action, Crime, Romance",6.5,619,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh,12.137254901960784
The Great Indian Butterfly,2007,110,Drama,6.2,179,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie,0.30390492359932086
The Great Indian Escape,2019,117,"Adventure, Biography, Drama",7.1,39,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur,0.1266233766233766
The Grey,2020,90,"Drama, Mystery",6.5,60,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta,0.09584664536741214
The Hero of Color City,2014,77,"Animation, Adventure, Family",4.1,528,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez,1.4042553191489362
